id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
LC_HABS_HAER_ny2238	https://www.loc.gov/item/ny2238	New York State Barge Canal, Lysander Maintenance Shops, 9052 River Road, Lysander, Onondaga County, NY	Lysander,  Onondaga County,  NY	Onondaga County,  NY	HAER NY-431 ; Building/structure dates: 2003 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.2887992, 43.2114227
LC_HABS_HAER_ny2239	https://www.loc.gov/item/ny2239	New York State Barge Canal, Syracuse Inner Harbor, Shops and Terminal, Corner of Solar and West Kirkpatrick Streets, Syracuse, Onondaga County, NY	Syracuse,  Onondaga County,  NY	Onondaga County,  NY	HAER NY-432 ; Building/structure dates: 1915-1918 Initial Construction ; Building/structure dates: 1927 Subsequent Work ; Building/structure dates: 1955 Subsequent Work ; Building/structure dates: 2003 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.1641668, 43.0600164
LC_HABS_HAER_ny2240	https://www.loc.gov/item/ny2240	New York State Barge Canal, Lock E24, 122 Spensieri Avenue, Baldwinsville, Onondaga County, NY	Baldwinsville,  Onondaga County,  NY	Onondaga County,  NY	HAER NY-433 ; Building/structure dates: 1908-1911 Initial Construction ; Building/structure dates: 1934 Subsequent Work ; Building/structure dates: 1940 Subsequent Work ; Building/structure dates: 1949 Subsequent Work ; Building/structure dates: 1969 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.3324897, 43.1560067
LC_HABS_HAER_ny2241	https://www.loc.gov/item/ny2241	New York State Barge Canal, Baldwinsville Dam, Between Spensieri Avenue and Route 48, Baldwinsville, Onondaga County, NY	Baldwinsville,  Onondaga County,  NY	Onondaga County,  NY	HAER NY-434 ; Building/structure dates: 1908-1910 Initial Construction ; Building/structure dates: 1922 Subsequent Work ; Building/structure dates: 1942 Subsequent Work ; Building/structure dates: 1964 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.3332387, 43.1572603
LC_HABS_HAER_ny2242	https://www.loc.gov/item/ny2242	New York State Barge Canal, Baldwinsville Terminal, South bank off Water Street, Baldwinsville, Onondaga County, NY	Baldwinsville,  Onondaga County,  NY	Onondaga County,  NY	HAER NY-435 ; Building/structure dates: ca. 1908 Initial Construction ; Building/structure dates: ca. 1922 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.3287474, 43.1553469
LC_HABS_HAER_ny2243	https://www.loc.gov/item/ny2243	New York State Barge Canal, Weedsport Terminal, South bank off Stickle Road, Weedsport, Cayuga County, NY	Weedsport,  Cayuga County,  NY	Cayuga County,  NY	HAER NY-436 ; Building/structure dates: 1915-1917 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.5571398, 43.070436
LC_HABS_HAER_ny2244	https://www.loc.gov/item/ny2244	New York State Barge Canal, Lock E25, End of Mays Point Road, Mays Point, Seneca County, NY	Mays Point,  Seneca County,  NY	Seneca County,  NY	HAER NY-437 ; Building/structure dates: 1908-1918 Initial Construction ; Building/structure dates: 1956 Subsequent Work ; Building/structure dates: 1957 Subsequent Work ; Building/structure dates: 1981-1982 Subsequent Work ; Building/structure dates: 1990 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.7618726, 42.9985126
LC_HABS_HAER_ny2245	https://www.loc.gov/item/ny2245	New York State Barge Canal, Lock E26, Off Tyre Road, approximately 2-3/4 miles southeast of NY 414 bridge, Clyde, Wayne County, NY	Clyde,  Wayne County,  NY	Wayne County,  NY	HAER NY-438 ; Building/structure dates: 1908-1915 Initial Construction ; Building/structure dates: 1945 Subsequent Work ; Building/structure dates: 1949 Subsequent Work ; Building/structure dates: 1961 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.8383699, 43.0589903
LC_HABS_HAER_ny2246	https://www.loc.gov/item/ny2246	New York State Barge Canal, Lyons Terminal, South bank, west of Geneva Street, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-439 ; Building/structure dates: 1916-1918 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.9947484, 43.0614966
LC_HABS_HAER_ny2247	https://www.loc.gov/item/ny2247	New York State Barge Canal, Lock E27, Off Leach Road, south of Water Street, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-440 ; Building/structure dates: 1911-1914 Initial Construction ; Building/structure dates: 1957 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-76.9958895, 43.0623267
LC_HABS_HAER_ny2248	https://www.loc.gov/item/ny2248	New York State Barge Canal, Lock E28A, Dry Dock Road, off NY 31, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-441 ; Building/structure dates: 1910-1915 Initial Construction ; Building/structure dates: 1943 Subsequent Work ; Building/structure dates: 1956 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.0195776, 43.0622417
LC_HABS_HAER_ny2249	https://www.loc.gov/item/ny2249	New York State Barge Canal, Lyons Dry Dock, Old Newark-Lyons Road west of Dry Dock Road, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-442 ; Building/structure dates: 1933 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.0199745, 43.0629373
LC_HABS_HAER_ny2250	https://www.loc.gov/item/ny2250	New York State Barge Canal, Section 6 Maintenance Shops, Dry Dock Road at Old Newark-Lyons Road, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-443 ; Building/structure dates: 1933 Initial Construction ; Building/structure dates: 1949 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.0185421, 43.0624806
LC_HABS_HAER_ny2251	https://www.loc.gov/item/ny2251	New York State Barge Canal, Trout Run Spillway and Sluice Gate, Along the canal trail approximately 500 feet off Country House Road, Lyons, Wayne County, NY	Lyons,  Wayne County,  NY	Wayne County,  NY	HAER NY-444 ; Building/structure dates: 1910-1917 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.043864, 43.065977
LC_HABS_HAER_ny2252	https://www.loc.gov/item/ny2252	New York State Barge Canal, Lock E28B, Clinton Street, Newark, Wayne County, NY	Newark,  Wayne County,  NY	Wayne County,  NY	HAER NY-445 ; Building/structure dates: 1910-1915 Initial Construction ; Building/structure dates: 1943 Subsequent Work ; Building/structure dates: 1957 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.0842482, 43.0466121
LC_HABS_HAER_ny2253	https://www.loc.gov/item/ny2253	New York State Barge Canal, Newark Terminal, North bank between Main and East streets, Newark, Wayne County, NY	Newark,  Wayne County,  NY	Wayne County,  NY	HAER NY-446 ; Building/structure dates: 1910 Initial Construction ; Building/structure dates: 1917 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.0938416, 43.0476286
LC_HABS_HAER_ny2254	https://www.loc.gov/item/ny2254	New York State Barge Canal, Newark Spillway and Sluice Gate, Along the canal trail approximately 500' west of Stebbins Road, Newark, Wayne County, NY	Newark,  Wayne County,  NY	Wayne County,  NY	HAER NY-447 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.132387688, 43.051565881
LC_HABS_HAER_ny2255	https://www.loc.gov/item/ny2255	New York State Barge Canal, Harrison Spillway and Sluice Gate, West of Galloway Road Bridge at Swifts Landing Park, Palmyra, Wayne County, NY	Palmyra,  Wayne County,  NY	Wayne County,  NY	HAER NY-448 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.1901306, 43.064941
LC_HABS_HAER_ny2256	https://www.loc.gov/item/ny2256	New York State Barge Canal, Palmyra Terminal, End of Railroad Avenue, under NY 21 Bridge, Palmyra, Wayne County, NY	Palmyra,  Wayne County,  NY	Wayne County,  NY	HAER NY-449 ; Building/structure dates: 1910-1911 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.2198268, 43.0644381
LC_HABS_HAER_ny2257	https://www.loc.gov/item/ny2257	New York State Barge Canal, Barnharts Sluice Gate, West of NY 21, Palmyra, Wayne County, NY	Palmyra,  Wayne County,  NY	Wayne County,  NY	HAER NY-450 ; Building/structure dates: ca. 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.2216902, 43.0655649
LC_HABS_HAER_ny2258	https://www.loc.gov/item/ny2258	New York State Barge Canal, Palmyra Sluiceway, West of Church Street, County Road 210, Palmyra, Wayne County, NY	Palmyra,  Wayne County,  NY	Wayne County,  NY	HAER NY-451 ; Building/structure dates: ca. 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.235596704, 43.066606452
LC_HABS_HAER_ny2259	https://www.loc.gov/item/ny2259	New York State Barge Canal, Lock E29, Off West Main Street opposite Creek Road, Macedon, Wayne County, NY	Macedon,  Wayne County,  NY	Wayne County,  NY	HAER NY-452 ; Building/structure dates: 1910-1913 Initial Construction ; Building/structure dates: 1916-1917 Subsequent Work ; Building/structure dates: 1940-1941 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.2490742, 43.0650445
LC_HABS_HAER_ny2260	https://www.loc.gov/item/ny2260	New York State Barge Canal, Macedon Sluice Gate, Along the canal trail east of New York 31F between Quaker Road and Route 31, Macedon, Wayne County, NY	Macedon,  Wayne County,  NY	Wayne County,  NY	HAER NY-453 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.2985479, 43.0716673
LC_HABS_HAER_ny2261	https://www.loc.gov/item/ny2261	New York State Barge Canal, Lock E30, West off Route 31F, between Quaker Road and Route 31, Macedon, Wayne County, NY	Macedon,  Wayne County,  NY	Wayne County,  NY	HAER NY-454 ; Building/structure dates: 1910-1912 Initial Construction ; Building/structure dates: 1916 Subsequent Work ; Building/structure dates: 1956 Subsequent Work ; Building/structure dates: 1992 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.3018653, 43.0731569
LC_HABS_HAER_ny2262	https://www.loc.gov/item/ny2262	New York State Barge Canal, Fairport Terminal , Between Main and Parker Streets, Fairport, Monroe County, NY	Fairport,  Monroe County,  NY	Monroe County,  NY	HAER NY-455 ; Building/structure dates: 1914 Initial Construction ; Building/structure dates: after. 1980- before. 1989 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.4406493, 43.1009151
LC_HABS_HAER_ny2263	https://www.loc.gov/item/ny2263	New York State Barge Canal, Fairport Lift Bridge, Main Street, Fairport, Monroe County, NY	Fairport,  Monroe County,  NY	Monroe County,  NY	HAER NY-456 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.441954, 43.101632
LC_HABS_HAER_ny2264	https://www.loc.gov/item/ny2264	New York State Barge Canal, Guard Gate 9 (Bushnells Basin), 1/3 mile east of the I-490 Bridge along the Canal Trail, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-457 ; Building/structure dates: ca. 1912 Initial Construction ; Building/structure dates: 1915 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.4684709, 43.068384
LC_HABS_HAER_ny2265	https://www.loc.gov/item/ny2265	New York State Barge Canal, Bushnells Basin Sluice Gate, Approximately 0.70 miles from Embankment Park, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-458 ; Building/structure dates: after 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.4840042, 43.063876
LC_HABS_HAER_ny2266	https://www.loc.gov/item/ny2266	New York State Barge Canal, Guard Gate 10 (Cartersville), 0.5 miles west of Embankment Park along the Canal Trail, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-459 ; Building/structure dates: ca. 1912 Initial Construction ; Building/structure dates: 1915 Subsequent Work ; Building/structure dates: 1962 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.5011083, 43.0791702
LC_HABS_HAER_ny2267	https://www.loc.gov/item/ny2267	New York State Barge Canal, Section 7 Maintenance Shops (Pittsford), Brook Road, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-460 ; Building/structure dates: 1922 Initial Construction ; Building/structure dates: 1928-1929 Subsequent Work ; Building/structure dates: 1949 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.5261568, 43.0927243
LC_HABS_HAER_ny2268	https://www.loc.gov/item/ny2268	New York State Barge Canal, Pittsford Terminal, East of Main Street Bridge in Port of Pittsford, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-461 ; Building/structure dates: 1912 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.5149517, 43.0925854
LC_HABS_HAER_ny2269	https://www.loc.gov/item/ny2269	New York State Barge Canal, Lock E32, 2785 Clover Street, Pittsford, Monroe County, NY	Pittsford,  Monroe County,  NY	Monroe County,  NY	HAER NY-462 ; Building/structure dates: 1909-1917 Initial Construction ; Building/structure dates: 1940 Subsequent Work ; Building/structure dates: 1958 Subsequent Work ; Building/structure dates: 1961-1962 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.5449371, 43.091117
LC_HABS_HAER_ny2270	https://www.loc.gov/item/ny2270	New York State Barge Canal, Lock E33, 1205 Edgewood Avenue, Henrietta, Monroe County, NY	Henrietta,  Monroe County,  NY	Monroe County,  NY	HAER NY-463 ; Building/structure dates: 1910-1915 Initial Construction ; Building/structure dates: 1940 Subsequent Work ; Building/structure dates: 1945 Subsequent Work ; Building/structure dates: before 1965 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.5695391, 43.0961356
LC_HABS_HAER_ny2271	https://www.loc.gov/item/ny2271	New York State Barge Canal, East Guard Lock (Rochester), Kendrick Road, Brighton, Monroe County, NY	Brighton,  Monroe County,  NY	Monroe County,  NY	HAER NY-464 ; Building/structure dates: 1916-1918 Initial Construction ; Building/structure dates: 1940-1941 Subsequent Work ; Building/structure dates: 1945 Subsequent Work ; Building/structure dates: 1961 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.6336556, 43.1172707
LC_HABS_HAER_ny2272	https://www.loc.gov/item/ny2272	New York State Barge Canal, Genesee Valley Park Bridges, Genesee Valley Park, Rochester, Monroe County, NY	Rochester,  Monroe County,  NY	Monroe County,  NY	HAER NY-465 ; Building/structure dates: after 1918 Initial Construction ; Building/structure dates: 1927 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.650651, 43.113575
LC_HABS_HAER_ny2273	https://www.loc.gov/item/ny2273	New York State Barge Canal, West Guard Lock (Rochester), Off Genesee Park Boulevard opposite Fairview Avenue, Rochester, Monroe County, NY	Rochester,  Monroe County,  NY	Monroe County,  NY	HAER NY-466 ; Building/structure dates: 1910-1913 Initial Construction ; Building/structure dates: 1917 Subsequent Work ; Building/structure dates: 1918 Subsequent Work ; Building/structure dates: 1945 Subsequent Work ; Building/structure dates: 1961 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.650871, 43.125781
LC_HABS_HAER_ny2274	https://www.loc.gov/item/ny2274	New York State Barge Canal, Waste Weir (Greece), 0.45 miles west of Long Pond Road on the north bank of the canal, Greece, Monroe County, NY	Greece,  Monroe County,  NY	Monroe County,  NY	HAER NY-467 ; Building/structure dates: 1908-1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.7107845, 43.1847272
LC_HABS_HAER_ny2275	https://www.loc.gov/item/ny2275	New York State Barge Canal, Guard Gate 11 (Spencerport), West of Gillet Road on Canal Trail, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-468 ; Building/structure dates: 1908-1910 Initial Construction ; Building/structure dates: 1977 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.7754693, 43.1911298
LC_HABS_HAER_ny2276	https://www.loc.gov/item/ny2276	New York State Barge Canal, Waste Weir (Spencerport), 0.25 miles east of Union Street Bridge, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-469 ; Building/structure dates: 1908-1910 Initial Construction ; Building/structure dates: 1977 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.7960089, 43.1907574
LC_HABS_HAER_ny2277	https://www.loc.gov/item/ny2277	New York State Barge Canal, Spencerport Terminal, West side of Union Street Lift Bridge, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-470 ; Building/structure dates: 1915 Initial Construction ; Building/structure dates: 1917 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.7998517, 43.1931576
LC_HABS_HAER_ny2278	https://www.loc.gov/item/ny2278	New York State Barge Canal, Union Street Lift Bridge, Union Street, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-471 ; Building/structure dates: 1912-1913 Initial Construction ; Building/structure dates: 1972 Subsequent Work ; Building/structure dates: 1977 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.8003756, 43.1937053
LC_HABS_HAER_ny2279	https://www.loc.gov/item/ny2279	New York State Barge Canal, Adams Basin Terminal, South bank of Erie Canal east of Washington Street Lift Bridge, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-472 ; Building/structure dates: 1911 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.8526857, 43.1954715
LC_HABS_HAER_ny2280	https://www.loc.gov/item/ny2280	New York State Barge Canal, Washington Street Lift Bridge, Washington Street, Spencerport, Monroe County, NY	Spencerport,  Monroe County,  NY	Monroe County,  NY	HAER NY-473 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.8537368, 43.1955751
LC_HABS_HAER_ny2281	https://www.loc.gov/item/ny2281	New York State Barge Canal, Waste Weir (Adams Basin), 0.16 miles west of Washington Street Lift Bridge, Adams Basin, Monroe County, NY	Adams Basin,  Monroe County,  NY	Monroe County,  NY	HAER NY-474 ; Building/structure dates: 1910 Initial Construction ; Building/structure dates: 1979 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.8571566, 43.1961015
LC_HABS_HAER_ny2282	https://www.loc.gov/item/ny2282	New York State Barge Canal, Brockport Terminal, Between Main Street and Park Avenue, Brockport, Monroe County, NY	Brockport,  Monroe County,  NY	Monroe County,  NY	HAER NY-475 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.9359328, 43.2154963
LC_HABS_HAER_ny2283	https://www.loc.gov/item/ny2283	New York State Barge Canal, Main Street Lift Bridge (Brockport), Main Street, Brockport, Monroe County, NY	Brockport,  Monroe County,  NY	Monroe County,  NY	HAER NY-476 ; Building/structure dates: 1914-1915 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.9382253, 43.2168916
LC_HABS_HAER_ny2284	https://www.loc.gov/item/ny2284	New York State Barge Canal, Park Avenue Lift Bridge, Park Avenue, Brockport, Monroe County, NY	Brockport,  Monroe County,  NY	Monroe County,  NY	HAER NY-477 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.935409, 43.21559
LC_HABS_HAER_ny2285	https://www.loc.gov/item/ny2285	New York State Barge Canal, Waste Weir (Brockport), 31' west of Smith Street Bridge, along Canal Trail, Brockport, Monroe County, NY	Brockport,  Monroe County,  NY	Monroe County,  NY	HAER NY-478 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.9439879, 43.2162285
LC_HABS_HAER_ny2286	https://www.loc.gov/item/ny2286	New York State Barge Canal, Guard Gate 12 (Brockport), Holley Road, behind the SUNY Brockport Maintenance Building, Brockport, Monroe County, NY	Brockport,  Monroe County,  NY	Monroe County,  NY	HAER NY-479 ; Building/structure dates: 1913 Initial Construction ; Building/structure dates: 1915 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-77.9548615, 43.2144189
LC_HABS_HAER_ny2287	https://www.loc.gov/item/ny2287	New York State Barge Canal, Waste Weir (Holley), 0.15 miles west of Bennetts Corner Road on the Canal Trail, Holley, Orleans County, NY	Holley,  Orleans County,  NY	Orleans County,  NY	HAER NY-480 ; Building/structure dates: 1914 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0170653, 43.225186
LC_HABS_HAER_ny2288	https://www.loc.gov/item/ny2288	New York State Barge Canal, East Avenue Lift Bridge, East Avenue, Holley, Orleans County, NY	Holley,  Orleans County,  NY	Orleans County,  NY	HAER NY-481 ; Building/structure dates: 1914 Initial Construction ; Building/structure dates: 1991 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.021887, 43.228599
LC_HABS_HAER_ny2289	https://www.loc.gov/item/ny2289	New York State Barge Canal, Holley Terminal, West of the East Avenue Bridge, Holley, Orleans County, NY	Holley,  Orleans County,  NY	Orleans County,  NY	HAER NY-482 ; Building/structure dates: 1914 Initial Construction ; Building/structure dates: 1917 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0221835, 43.228979
LC_HABS_HAER_ny2290	https://www.loc.gov/item/ny2290	New York State Barge Canal, Guard Gate 13 (Holley), West of Route 237 Bridge, Murray, Orleans County, NY	Murray,  Orleans County,  NY	Orleans County,  NY	HAER NY-483 ; Building/structure dates: 1914 Initial Construction ; Building/structure dates: 1915 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0267697, 43.2372293
LC_HABS_HAER_ny2291	https://www.loc.gov/item/ny2291	New York State Barge Canal, Hulberton Buildings, South of County Road 24 Bridge, Hulberton, Orleans County, NY	Hulberton,  Orleans County,  NY	Orleans County,  NY	HAER NY-484 ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0671386, 43.2526378
LC_HABS_HAER_ny2292	https://www.loc.gov/item/ny2292	New York State Barge Canal, Hulberton Road Lift Bridge, Hulberton Road (County Road 24), Hulberton, Orleans County, NY	Hulberton,  Orleans County,  NY	Orleans County,  NY	HAER NY-485 ; Building/structure dates: 1913 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0663398, 43.2545425
LC_HABS_HAER_ny2293	https://www.loc.gov/item/ny2293	New York State Barge Canal, Waste Weir (Brockville), East of Fancher Road Bridge on the north bank of the canal, Murray, Orleans County, NY	Murray,  Orleans County,  NY	Orleans County,  NY	HAER NY-486 ; Building/structure dates: 1911 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.0873623, 43.2544081
LC_HABS_HAER_ny2294	https://www.loc.gov/item/ny2294	New York State Barge Canal, Ingersoll Street Lift Bridge, Ingersoll Street, Albion, Orleans County, NY	Albion,  Orleans County,  NY	Orleans County,  NY	HAER NY-487 ; Building/structure dates: 1913-1914 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.1905301, 43.2484099
LC_HABS_HAER_ny2295	https://www.loc.gov/item/ny2295	New York State Barge Canal, Main Street Lift Bridge (Albion), Main Street, Albion, Orleans County, NY	Albion,  Orleans County,  NY	Orleans County,  NY	HAER NY-488 ; Building/structure dates: 1913 Initial Construction ; Building/structure dates: 1984 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.1935594, 43.2492508
LC_HABS_HAER_ny2296	https://www.loc.gov/item/ny2296	New York State Barge Canal, Waste Weir (Albion), State Street, behind the Community Center on the canal's south bank, Albion, Orleans County, NY	Albion,  Orleans County,  NY	Orleans County,  NY	HAER NY-489 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.1835559, 43.2472438
LC_HABS_HAER_ny2297	https://www.loc.gov/item/ny2297	New York State Barge Canal, Albion Terminal and Shops, South bank of canal at the end of Liberty Street, Albion, Orleans County, NY	Albion,  Orleans County,  NY	Orleans County,  NY	HAER NY-490 ; Building/structure dates: 1917 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.1951097, 43.2489162
LC_HABS_HAER_ny2298	https://www.loc.gov/item/ny2298	New York State Barge Canal, Guard Gate 14 (Albion), Adjacent to Harbor Road, approximately 0.40 miles west of Gaines Basin Road, Albion, Orleans County, NY	Albion,  Orleans County,  NY	Orleans County,  NY	HAER NY-491 ; Building/structure dates: 1913 Initial Construction ; Building/structure dates: 1915 Subsequent Work ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.2153651, 43.2497057
LC_HABS_HAER_ny2299	https://www.loc.gov/item/ny2299	New York State Barge Canal, Eagle Harbor Road Lift Bridge, Eagle Harbor Road, Gaines, Orleans County, NY	Gaines,  Orleans County,  NY	Orleans County,  NY	HAER NY-492 ; Building/structure dates: 1909-1910 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.2531974, 43.2516429
LC_HABS_HAER_ny2300	https://www.loc.gov/item/ny2300	New York State Barge Canal, Waste Weir (Eagle Harbor), East of Eagle Harbor Road Bridge on south side of the canal, Gaines, Orleans County, NY	Gaines,  Orleans County,  NY	Orleans County,  NY	HAER NY-493 ; Building/structure dates: 1912 Initial Construction ; National Register of Historic Places NRIS Number: 14000860	14000860	https://catalog.archives.gov/id/14000860	-78.246907, 43.253566
