done	id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
	LC_HABS_HAER_fl0294		Tampa Bay Hotel, 401 West Kennedy Boulevard, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-362 ; Building/structure dates: 1888 Initial Construction ; National Register of Historic Places NRIS Number: 72000322	72000322		wikipedia look up
	LC_HABS_HAER_fl0116		1402 North Nineteenth Street (Commercial), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-327 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0431		1712 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-416 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0447		1808 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-430 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0424		1810 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-410 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0428		2004 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-413 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0451		2008 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-433 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0443		2507 North Eighteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-426 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0436		2501 North Fifteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-421 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0488		2502 North Fifteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-438 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0452		2503 North Fifteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-434 ; Building/structure dates: 1895 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0489		2504 North Fifteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-439 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0107		1504 East Ninth Avenue (Commercial Building), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-325 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0437		2505 North Fifteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-422 ; Building/structure dates: 1895 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0435		2501 North Nineteenth Street (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-420 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0108		Cueto House, 1822 East Fourteenth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-326 ; Building/structure dates: 1909 Initial Construction ; Building/structure dates: 1935 Subsequent Work ; Building/structure dates: 1940 Subsequent Work ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0115		1913 North Howard Street (Commercial), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-330 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0105		Centro Espanol, 1500 Block of Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-331 ; National Register of Historic Places NRIS Number: 88001823	88001823		wikipedia look up
	LC_HABS_HAER_fl0110		Cherokee Club, 1318 Ninth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-271 ; Building/structure dates: 1896 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0135		Fort Taylor, Whitehead Spit Vicinity, Key West, Monroe County, FL	Key West Monroe County FL	Monroe County,  FL	HABS FL-283 ; Building/structure dates: 18t2 Initial Construction ; Building/structure dates: 1865 Subsequent Work ; Building/structure dates: 1875 Subsequent Work ; Building/structure dates: 1898 Subsequent Work ; National Register of Historic Places NRIS Number: 71000244	71000244		wikipedia look up
	LC_HABS_HAER_fl0178		Henry M. Flagler Mansion, Whitehall Way, Palm Beach, Palm Beach County, FL	Palm Beach Palm Beach County FL	Palm Beach County,  FL	HABS FL-224 ; Building/structure dates: 1902 Initial Construction ; National Register of Historic Places NRIS Number: 72000345	72000345		wikipedia look up
	LC_HABS_HAER_fl0182		Paramount Theatre, Sunrise Avenue & North County Road, Palm Beach, Palm Beach County, FL	Palm Beach Palm Beach County FL	Palm Beach County,  FL	HABS FL-230 ; Building/structure dates: 1926 Initial Construction ; National Register of Historic Places NRIS Number: 73000599	73000599		wikipedia look up
	LC_HABS_HAER_fl0174		The Breakers Hotel, South County Road, Palm Beach, Palm Beach County, FL	Palm Beach Palm Beach County FL	Palm Beach County,  FL	HABS FL-228 ; Building/structure dates: 1926 Initial Construction ; Building/structure dates: 1970 Subsequent Work ; National Register of Historic Places NRIS Number: 73000598	73000598		wikipedia look up
	LC_HABS_HAER_fl0162		Trinity Church (Episcopal), Saint George & King Streets, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-110 ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0209		Gonzalez-Alvarez House, 14 Saint Francis Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-138 ; Building/structure dates: after 1720 Initial Construction ; Building/structure dates: 1960 Subsequent Work ; Building/structure dates: 1886 Subsequent Work ; Building/structure dates: 1990 Subsequent Work ; National Register of Historic Places NRIS Number: 70000847, 70000845	70000847, 70000845		wikipedia look up
	LC_HABS_HAER_fl0219		Don Miguelde O'Reilly House, 32 Aviles Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-123 ; Building/structure dates: ca. 1785 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0222		Old Spanish Treasury, 143 Saint George & Treasury Streets, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-119 ; Building/structure dates: 1600 Initial Construction ; Building/structure dates: 1690 Subsequent Work ; Building/structure dates: 1702 Subsequent Work ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0347		The Cathedral, St. George & Cathedral Streets, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-15-7 ; National Register of Historic Places NRIS Number: 70000844	70000844		wikipedia look up
	LC_HABS_HAER_fl0228		Public Market, Charlotte Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-131 ; Building/structure dates: before 1821 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0198		Don Raimundo Arrivas House, 44 South George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-122 ; Building/structure dates: after 1780 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0220		Ortega-MacMillan House, 224 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-124 ; Building/structure dates: ca. 1825 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0229		Rodriguez-Avero-Sanchez House, 52 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-126 ; Building/structure dates: ca. 1761 Initial Construction ; Building/structure dates: 1803 Subsequent Work ; National Register of Historic Places NRIS Number: 70000847, 71001015	70000847, 71001015		wikipedia look up
	LC_HABS_HAER_fl0199		Canova-DeMedicis House, 46 Bridge Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-127 ; Building/structure dates: after. 1866- before. 1878 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0225		Perez-Sanchez House, 101 Charlotte Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-128 ; Building/structure dates: before 1764 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0208		Garcia-Dummitt House, 279 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-129 ; Building/structure dates: after 1790 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0211		Don Pedro Horruytiner House, 214 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-130 ; Building/structure dates: ca. 1750 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0204		The Cathedral Rectory, Saint George & Cathedral Streets, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-15-7-A ; Building/structure dates: 1797 Initial Construction ; National Register of Historic Places NRIS Number: 70000844	70000844		wikipedia look up
	LC_HABS_HAER_fl0202		City Library, Aviles Street & Artillery Lane, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-13 ; Building/structure dates: 1755 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0215		Long-Sanchez House, 43 Marine Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-132 ; Building/structure dates: 18q1 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0231		Don Manuel Solana House, 20 Charlotte Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-133 ; Building/structure dates: ca. 1800 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0213		De Avero House, 39 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-134 ; Building/structure dates: after 1700 Initial Construction ; National Register of Historic Places NRIS Number: 70000847, 72001459	70000847, 72001459		wikipedia look up
	LC_HABS_HAER_fl0203		De Mesa-Sanchez House, 43 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-135 ; Building/structure dates: before 1764 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0224		Don Juan Paredes House, 54 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-136 ; Building/structure dates: after 1780 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0207		Don Pedro Fornells House, 62 Spanish Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-137 ; Building/structure dates: 18t1 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0232		Don Joseph Tovar House, 22 Saint Francis Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-140 ; Building/structure dates: 17t2 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0233		Antonio J. Triay House, 42 Spanish Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-141 ; Building/structure dates: 18h1 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0223		Gaspar Papy House, 36 Aviles Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-164 ; Building/structure dates: 18q1 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0216		Francisco Marin House, 47 Marine Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-166 ; Building/structure dates: 17h2 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0227		Augustus Poujoud House, 105-107 Saint George Street, Saint Augustine, St. Johns County, FL	Saint Augustine St Johns County FL	St. Johns County,  FL	HABS FL-125 ; Building/structure dates: after 1820 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
