done	id	url	title	town	area	description	NRIS_no	nara_cat	long-lat
	LC_HABS_HAER_fl0623		Griffin Park, Administration Building, 520 Callahan Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-529-A ; Building/structure dates: ca. 1939 Initial Construction ; National Register of Historic Places NRIS Number: 96000784	96000784		wikipedia look up
	LC_HABS_HAER_fl0624		Griffin Park, Building No. 720 (Residential), 520 Callahan Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-529-B ; Building/structure dates: ca. 1939 Initial Construction ; National Register of Historic Places NRIS Number: 96000784	96000784		wikipedia look up
	LC_HABS_HAER_fl0625		Griffin Park, Building No. 726 (Residential), 520 Callahan Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-529-C ; Building/structure dates: ca. 1939 Initial Construction ; National Register of Historic Places NRIS Number: 96000784	96000784		wikipedia look up
	LC_HABS_HAER_fl0654		2506 Fifteenth Street (House), 2506 Fifteenth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-539 ; Building/structure dates: ca. 1921 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0655		1017 East Fourteenth Avenue (House), 1017 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-540 ; Building/structure dates: ca. 1918 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0656		1009 1/2 East Fourteenth Avenue (House), 1009 1/2 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-541 ; Building/structure dates: ca. 1924 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0657		Faith Temple Missionary Baptist Church, 602 East Palm Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-542 ; Building/structure dates: ca. 1920 Initial Construction ; National Register of Historic Places NRIS Number: 95000979	95000979		wikipedia look up
	LC_HABS_HAER_fl0658		2005 North Lamar Avenue (House), 2005 North Lamar Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-543 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 95000979	95000979		wikipedia look up
	LC_HABS_HAER_fl0659		Monroe Station, 50910 Tamiami Trail East, Ochopee, Collier County, FL	Ochopee Collier County FL	Collier County,  FL	HABS FL-544 ; Building/structure dates: 1928 Initial Construction ; Building/structure dates: ca. 1934- ca. 1938 Subsequent Work ; Building/structure dates: ca. 1957 Subsequent Work ; Building/structure dates: 1987 Subsequent Work ; Building/structure dates: 2016 Demolished ; National Register of Historic Places NRIS Number: 00000427	00000427		wikipedia look up
	LC_HABS_HAER_fl0676		Holden-Parramore Neighborhood, Bounded by South Lee Avenue and West South Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-545 ; National Register of Historic Places NRIS Number: 09000746	09000746		wikipedia look up
	LC_HABS_HAER_fl0677		446-448 South Lee Avenue (House), 446-448 South Lee Avenue, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-546 ; Building/structure dates: ca. 1930 Initial Construction ; National Register of Historic Places NRIS Number: 09000746	09000746		wikipedia look up
	LC_HABS_HAER_fl0678		800 Randall Street (House), 800 Randall Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-547 ; Building/structure dates: ca. 1935 Initial Construction ; National Register of Historic Places NRIS Number: 09000746	09000746		wikipedia look up
	LC_HABS_HAER_fl0679		817 West South Street (House), 817 West South Street, Orlando, Orange County, FL	Orlando Orange County FL	Orange County,  FL	HABS FL-548 ; Building/structure dates: ca. 1923 Initial Construction ; National Register of Historic Places NRIS Number: 09000746	09000746		wikipedia look up
	LC_HABS_HAER_fl0681		El Progresso de Ybor Grocery, 2506 North Twelfth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-549 ; Building/structure dates: ca. 1908 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0682		2502 North Thirteenth Street (House), 2502 North Thirteenth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-550 ; Building/structure dates: ca. 1923 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0683		1021-1025 East Fourteenth Avenue (Warehouse), 1021-1025 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-551 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0684		2501 North Thirteenth Street (House), 2501 North Thirteenth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-552 ; Building/structure dates: ca. 1921 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0685		2305 North Twelfth Street (House), 2305 North Twelfth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-553 ; Building/structure dates: ca. 1907 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0686		2008 North Lamar Avenue (House), 2008 North Lamar Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-554 ; Building/structure dates: ca. 1903 Initial Construction ; Building/structure dates: ca. 1912 Subsequent Work ; Building/structure dates: 2003 Subsequent Work ; National Register of Historic Places NRIS Number: 95000979	95000979		wikipedia look up
	LC_HABS_HAER_fl0687		1212 East Twelfth Avenue (Boarding House), 1212 East Twelfth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-555 ; Building/structure dates: ca. 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0688		1216 East Twelfth Avenue (Boarding House), 1216 East Twelfth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-556 ; Building/structure dates: ca. 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0690		1019 East Fourteenth Avenue (House), 1019 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-557 ; Building/structure dates: ca. 1908 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0696		1020 East Fourteenth Avenue (House), 1020 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-558 ; Building/structure dates: ca. 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0697		1316 East Fourteenth Avenue (House), 1316 East Fourteenth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-559 ; Building/structure dates: ca. 1908 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0698		1006 East Twelfth Avenue (House), 1006 East Twelfth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-560 ; Building/structure dates: ca. 1912 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0699		1910 North Lamar Avenue (House), 1910 North Lamar Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-561 ; Building/structure dates: ca. 1920 Initial Construction ; Building/structure dates: 1931 Subsequent Work ; National Register of Historic Places NRIS Number: 95000979	95000979		wikipedia look up
	LC_HABS_HAER_fl0704		506 East Palm Avenue (House), 506 East Palm Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-562 ; Building/structure dates: ca. 1920 Initial Construction ; National Register of Historic Places NRIS Number: 95000979	95000979		wikipedia look up
	LC_HABS_HAER_fl0705		2301 North Twelfth Street (House) , 2301 North Twelfth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-563 ; Building/structure dates: ca. 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0706		1214 East Twelfth Avenue (House), 1214 East Twelfth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-564 ; Building/structure dates: ca. 1931 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0239		Coral Gables Police & Fire Station, 2801 Salzedo Street, Coral Gables, Miami-Dade County, FL	Coral Gables Miami-Dade County FL	Miami-Dade County,  FL	HABS FL-332 ; National Register of Historic Places NRIS Number: 84000354	84000354		wikipedia look up
	LC_HABS_HAER_fl0282		Lincoln Road Mall, Miami, Miami-Dade County, FL	Miami Miami-Dade County FL	Miami-Dade County,  FL	HABS FL-322-P ; National Register of Historic Places NRIS Number: 11000287	11000287		wikipedia look up
	LC_HABS_HAER_fl0264		Riverside Baptist Church, 2650 Park Street, Jacksonville, Duval County, FL	Jacksonville Duval County FL	Duval County,  FL	HABS FL-351 ; Building/structure dates: 1926 Initial Construction ; Building/structure dates: 1948 Subsequent Work ; Building/structure dates: 1964 Subsequent Work ; National Register of Historic Places NRIS Number: 72000312	72000312		wikipedia look up
	LC_HABS_HAER_fl0056		U.S. Naval Air Station, Navy Yard Gate, South Avenue near intersection with West Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-142 ; Building/structure dates: after 1830 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0078		Plaza Ferdinand VII, Palafox, Government, Jefferson, & Zaragoza Streets, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-207 ; Building/structure dates: 1763 Initial Construction ; Building/structure dates: 1781 Subsequent Work ; Building/structure dates: 1813 Subsequent Work ; Building/structure dates: 1821 Subsequent Work ; National Register of Historic Places NRIS Number: 66000264	66000264		wikipedia look up
	LC_HABS_HAER_fl0021		Fort Barrancas, San Carlos & Hovey Roads vicinity, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-143 ; Building/structure dates: 1844 Initial Construction ; National Register of Historic Places NRIS Number: 66000263	66000263		wikipedia look up
	LC_HABS_HAER_fl0023		284 West Gonzalez Street (House), North Hill vicinity, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-292 ; National Register of Historic Places NRIS Number: 83001422	83001422		wikipedia look up
	LC_HABS_HAER_fl0094		U.S. Naval Air Station, Fort Redoubt, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-145 ; Building/structure dates: ca. 1850 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0057		Pensacola Lighthouse, San Carlos Road, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-147 ; Building/structure dates:    1825- 1826 Initial Construction ; Building/structure dates: 1858 Subsequent Work ; Building/structure dates: 1939 Subsequent Work ; Building/structure dates: 1965 Subsequent Work ; National Register of Historic Places NRIS Number: 74000622	74000622		wikipedia look up
	LC_HABS_HAER_fl0072		U.S. Naval Air Station, U.S. Schools of Photography, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-257 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0047		U.S. Naval Air Station, Chapel & Armory, Central Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-238 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0042		U.S. Naval Air Station, Aircraft Repair Shop, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-250 ; Building/structure dates: 1918 Initial Construction ; Building/structure dates: 1927 Subsequent Work ; Building/structure dates: 1941 Subsequent Work ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0043		U.S. Naval Air Station, Bower's Store, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-245 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0044		U.S. Naval Air Station, Brig, South Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-243 ; Building/structure dates: 1908 Initial Construction ; Building/structure dates: 1941 Subsequent Work ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0045		U.S. Naval Air Station, Captain's Quarters, Q-8 North Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-219 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0046		U.S. Naval Air Station, Carriage House, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-216 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0048		U.S. Naval Air Station, Coal Shed, 499 South Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-247 ; Building/structure dates: 1872 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0049		U.S. Naval Air Station, Commandant's Offices, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-214 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0050		U.S. Naval Air Station, Commandant's Quarters, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-215 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0053		U.S. Naval Air Station, Foundry, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-248 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0054		U.S. Naval Air Station, General Warehouse, West Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-213 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0055		U.S. Naval Air Station, Marine Barracks, 232 East Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-246 ; Building/structure dates: 1881 Initial Construction ; Building/structure dates: 1900 Subsequent Work ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0051		U.S. Naval Air Station, Early Navy Hospital Wall, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-258 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0058		U.S. Naval Air Station, Plant Maintenance Shop, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-241 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0059		U.S. Naval Air Station, Power Plant, 328 South Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-249 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0060		U.S. Naval Air Station, Quarters No. 34, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-251 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0061		U.S. Naval Air Station, Quarters No. 35, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-252 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0062		U.S. Naval Air Station, Quarters No. 39, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-253 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0063		U.S. Naval Air Station, Quarters No. 43, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-254 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0064		U.S. Naval Air Station, Quarters No. 46, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-255 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0065		U.S. Naval Air Station, Quarters No. 47, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-256 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0066		U.S. Naval Air Station, Seaplane Hangar, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-242 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0068		U.S. Naval Air Station, Senior Officers' Quarters, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-239 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0067		U.S. Naval Air Station, Senior Officers' Quarters, Q-5 North Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-244 ; Building/structure dates: 1874 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0069		U.S. Naval Air Station, Ship Carpenter's Workshop, 368 South Avenue, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-236 ; Building/structure dates: 1868 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0070		U.S. Naval Air Station, Stable, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-218 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0071		U.S. Naval Air Station, Storehouse Building, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-237 ; Building/structure dates: 1897 Initial Construction ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0073		U.S. Naval Air Station, Wet Basin, Pensacola, Escambia County, FL	Pensacola Escambia County FL	Escambia County,  FL	HABS FL-240 ; National Register of Historic Places NRIS Number: 76000595	76000595		wikipedia look up
	LC_HABS_HAER_fl0097		Trinity Episcopal Church, Gorrie Square, Apalachicola, Franklin County, FL	Apalachicola Franklin County FL	Franklin County,  FL	HABS FL-151 ; Building/structure dates: 1839 Initial Construction ; National Register of Historic Places NRIS Number: 70000847	70000847		wikipedia look up
	LC_HABS_HAER_fl0299		Tampa City Hall, 315 East Kennedy Boulevard, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-338 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000639	74000639		wikipedia look up
	LC_HABS_HAER_fl0109		El Dorado Hotel, 1804 Fourteenth Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-264 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0111		Gutierrez Building, 1603 East Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-263 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0112		M. Leibovitz Building, 1818 East Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-266 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0113		B. F. Marcos Building, 1610 East Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-267 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0114		F. Mayo Building, 1518 East Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-268 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0117		Scozzari Brothers Building, 1901 East Seventh Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-269 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0118		Simovitz Building, 2113 West Main Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-328 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0104		Tampa Ironwork, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-272 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0119		Warren Building, 2117 West Main Street, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-329 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0298		Ybor City Historic District, Bounded by Fourteenth Avenue South, Fifteenth Avenue North, Twenty-first Street East & Fourteenth Street West, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-217 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0106		Antonio del Rio Building, 1514, 1516, 1518 East Eighth Avenue, Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-265 ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0438		1701 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-423 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0432		1703 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-417 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0434		1705 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-419 ; Building/structure dates: 1900 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0430		1709 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-415 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0439		1711 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-424 ; Building/structure dates: 1915 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0433		1815 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-418 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0445		1821 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-428 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0444		1911 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-427 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0449		1915 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-431 ; Building/structure dates: 1916 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0427		2001 East Fifteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-412 ; Building/structure dates: 1920 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0490		1410 1/2 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-440 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0453		1412 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-435 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0454		1414 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-436 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0429		1416 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-414 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0487		1418 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-437 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0446		1506 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-429 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0450		1508 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-432 ; Building/structure dates: 1905 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
	LC_HABS_HAER_fl0442		1602 East Fourteenth Avenue (House), Tampa, Hillsborough County, FL	Tampa Hillsborough County FL	Hillsborough County,  FL	HABS FL-425 ; Building/structure dates: 1910 Initial Construction ; National Register of Historic Places NRIS Number: 74000641	74000641		wikipedia look up
